"dados","palabra"
43462,"lentamente"
43463,"lente"
43464,"lentitud"
43465,"lento"
43466,"leña"
43511,"león"
43512,"lesión"
43513,"lesionado"
43514,"lesionar"
43515,"letra"
43516,"letrero"
43521,"levantamiento"
43522,"levantar"
43523,"leve"
43524,"levemente"
43525,"ley"
43526,"leyenda"
43531,"libelo"
43532,"liberación"
43533,"liberado"
43534,"liberal"
43535,"liberal"
43536,"liberalización"
43541,"liberalizar"
43542,"liberar"
43543,"libertad"
43544,"libertador"
43545,"libra"
43546,"librar"
43551,"libre"
43552,"libremente"
43553,"librería"
43554,"libreta"
43555,"libreto"
43556,"libro"
43561,"licencia"
43562,"licenciatura"
43563,"liceo"
43564,"licitación"
43565,"licitar"
43566,"licor"
43611,"licuado"
43612,"líder"
43613,"liderar"
43614,"liderazgo"
43615,"lidia"
43616,"lidiar"
43621,"lienzo"
43622,"liga"
43623,"ligado"
43624,"ligar"
43625,"ligeramente"
43626,"ligero"
43631,"liguilla"
43632,"lila"
43633,"limar"
43634,"limitación"
43635,"limitado"
43636,"limitar"
43641,"límite"
43642,"limón"
43643,"limpiar"
43644,"limpieza"
43645,"limpio"
43646,"linar"
43651,"lindar"
43652,"lindero"
43653,"lindo"
43654,"línea"
43655,"lineamiento"
43656,"lino"
43661,"lío"
43662,"liquidación"
43663,"liquidar"
43664,"liquidez"
43665,"líquido"
43666,"lista"
44111,"listado"
44112,"listar"
44113,"listo"
44114,"literalmente"
44115,"literario"
44116,"literatura"
44121,"litigio"
44122,"litio"
44123,"litoral"
44124,"litro"
44125,"liviano"
44126,"llama"
44131,"llamado"
44132,"llamar"
44133,"llame"
44134,"llanamente"
44135,"llanto"
44136,"llave"
44141,"llegada"
44142,"llegar"
44143,"llenado"
44144,"llenar"
44145,"lleno"
44146,"llevado"
44151,"llevar"
44152,"llorar"
44153,"llover"
44154,"lluvia"
44155,"lobo"
44156,"lobo"
44161,"local"
44162,"localidad"
44163,"localización"
44164,"localizar"
44165,"locatario"
44166,"loco"
44211,"locomoción"
44212,"locución"
44213,"locura"
44214,"lodo"
44215,"lógica"
44216,"lógicamente"
44221,"lógico"
44222,"logístico"
44223,"logo"
44224,"lograr"
44225,"logro"
44226,"loma"
44231,"lomo"
44232,"longitud"
44233,"lote"
44234,"ltda"
44235,"lucero"
44236,"Lucha"
44241,"luchar"
44242,"lucir"
44243,"lucro"
44244,"luego"
44245,"lugar"
44246,"Luisa"
44251,"lujo"
44252,"luminaria"
44253,"luna"
44254,"lunes"
44255,"luz"
44256,"macho"
44261,"macroeconómico"
44262,"madera"
44263,"madre"
44264,"madrugada"
44265,"madurar"
44266,"madurez"
44311,"maduro"
44312,"maestranza"
44313,"maestro"
44314,"maestro"
44315,"mafia"
44316,"magia"
44321,"mágico"
44322,"magíster"
44323,"magisterio"
44324,"magistrado"
44325,"magnitud"
44326,"maíz"
44331,"mal"
44332,"maldad"
44333,"malestar"
44334,"malla"
44335,"malo"
44336,"maltratar"
44341,"maltrato"
44342,"mama"
44343,"mamá"
44344,"mancha"
44345,"mandado"
44346,"mandar"
44351,"mandatario"
44352,"mandato"
44353,"mando"
44354,"manejado"
44355,"manejar"
44356,"manejo"
44361,"manera"
44362,"manga"
44363,"manifestación"
44364,"manifestante"
44365,"manifestar"
44366,"manifiesto"
44411,"maniobra"
44412,"manipulación"
44413,"manipular"
44414,"mano"
44415,"mansión"
44416,"manso"
44421,"mantener"
44422,"mantenido"
44423,"mantenimiento"
44424,"mantequilla"
44425,"manto"
44426,"manual"
44431,"manufactura"
44432,"manzana"
44433,"manzano"
44434,"mañana"
44435,"mapa"
44436,"mapuche"
44441,"maquillaje"
44442,"máquina"
44443,"maquinar"
44444,"maquinaria"
44445,"mar"
44446,"maratón"
44451,"maravilla"
44452,"maravilloso"
44453,"marca"
44454,"marcado"
44455,"marcador"
44456,"marcar"
44461,"marcha"
44462,"marchar"
44463,"marco"
44464,"marea"
44465,"marga"
44466,"margarita"
44511,"margen"
44512,"marginal"
44513,"marginar"
44514,"maría"
44515,"marido"
44516,"marihuana"
44521,"marina"
44522,"marine"
44523,"marino"
44524,"marino"
44525,"mariposa"
44526,"mariscal"
44531,"marisco"
44532,"marítimo"
44533,"marketing"
44534,"marta"
44535,"martes"
44536,"martín"
44541,"marzo"
44542,"más"
44543,"masa"
44544,"masacre"
44545,"máscara"
44546,"mascota"
44551,"masculino"
44552,"masificar"
44553,"masivamente"
44554,"masivo"
44555,"matadero"
44556,"matador"
44561,"matanza"
44562,"matar"
44563,"matemático"
44564,"materia"
44565,"material"
44566,"materialización"
44611,"materializar"
44612,"maternidad"
44613,"matinal"
44614,"matiz"
44615,"matrícula"
44616,"matricular"
44621,"matrimonio"
44622,"matriz"
44623,"matrona"
44624,"matute"
44625,"maximizar"
44626,"máximo"
44631,"mayo"
44632,"mayor"
44633,"mayoría"
44634,"mayoritariamente"
44635,"mayoritario"
44636,"mayormente"
44641,"maza"
44642,"mear"
44643,"mecánico"
44644,"mecanismo"
44645,"mecer"
44646,"medalla"
44651,"media"
44652,"mediación"
44653,"mediado"
44654,"mediador"
44655,"medialuna"
44656,"medianamente"
44661,"mediano"
44662,"medianoche"
44663,"mediar"
44664,"medicamento"
44665,"medicar"
44666,"medicina"
45111,"medición"
45112,"médico"
45113,"médico"
45114,"medida"
45115,"medidor"
45116,"medina"
45121,"medio"
45122,"medio"
45123,"medioambiente"
45124,"mediocampista"
45125,"mediocampo"
45126,"mediocre"
45131,"mediodía"
45132,"medir"
45133,"meditar"
45134,"megabyte"
45135,"megahertz"
45136,"megawatt"
45141,"mejer"
45142,"mejillón"
45143,"mejor"
45144,"mejora"
45145,"mejorado"
45146,"mejoramiento"
45151,"mejorar"
45152,"mejoría"
45153,"melodía"
45154,"melón"
45155,"memoria"
45156,"memorial"
45161,"mención"
45162,"mencionado"
45163,"mencionar"
45164,"menester"
45165,"menor"
45166,"menos"
45211,"mensaje"
45212,"mensual"
45213,"mensualmente"
45214,"mental"
45215,"mentalidad"
45216,"mentalmente"
45221,"mente"
45222,"mentir"
45223,"mentira"
45224,"menú"
45225,"menudo"
45226,"meoni"
45231,"meramente"
45232,"mercadería"
45233,"mercado"
45234,"mercancía"
45235,"mercante"
45236,"merced"
45241,"mercurio"
45242,"merecer"
45243,"meritar"
45244,"mérito"
45245,"merluza"
45246,"merma"
45251,"mermar"
45252,"mero"
45253,"mes"
45254,"mesa"
45255,"meta"
45256,"metáfora"
45261,"metal"
45262,"metálico"
45263,"meter"
45264,"método"
45265,"metodología"
45266,"metro"
45311,"metrópoli"
45312,"metropolitano"
45313,"mexicano"
45314,"mezcla"
45315,"mezclar"
45316,"micro"
45321,"microbús"
45322,"microempresa"
45323,"microempresarios"
45324,"micrófono"
45325,"miedo"
45326,"miel"
45331,"miembro"
45332,"miércoles"
45333,"mierda"
45334,"migración"
45335,"Miguel"
45336,"milagro"
45341,"milenio"
45342,"milicia"
45343,"miligramo"
45344,"mililitro"
45345,"milímetro"
45346,"militancia"
45351,"militante"
45352,"militante"
45353,"militar"
45354,"militar"
45355,"milla"
45356,"millar"
45361,"millonario"
45362,"mina"
45363,"minar"
45364,"mineral"
45365,"minería"
45366,"minero"
45411,"minero"
45412,"mini"
45413,"minimizar"
45414,"mínimo"
45415,"mínimo"
45416,"ministerial"
45421,"ministerio"
45422,"ministra"
45423,"ministro"
45424,"minoría"
45425,"minuto"
45426,"mirada"
45431,"miranda"
45432,"mirar"
45433,"misa"
45434,"miseria"
45435,"misil"
45436,"misión"
45441,"miss"
45442,"misterio"
45443,"mitad"
45444,"mítico"
45445,"mitigar"
45446,"mito"
45451,"mixto"
45452,"mocha"
45453,"mochila"
45454,"moción"
45455,"moda"
45456,"modalidad"
45461,"modelar"
45462,"modelo"
45463,"moderado"
45464,"moderar"
45465,"modernidad"
45466,"modernización"
45511,"modernizar"
45512,"moderno"
45513,"modesto"
45514,"modificación"
45515,"modificado"
45516,"modificar"
45521,"modo"
45522,"modular"
45523,"módulo"
45524,"mojar"
45525,"molécula"
45526,"molestar"
45531,"molestia"
45532,"molesto"
45533,"momentáneamente"
45534,"momento"
45535,"momia"
45536,"monarca"
45541,"moneda"
45542,"monetario"
45543,"monitor"
45544,"monitoreo"
45545,"monja"
45546,"monje"
45551,"mono"
45552,"monólogo"
45553,"monopolio"
45554,"monóxido"
45555,"monseñor"
45556,"monstruo"
45561,"montaje"
45562,"montaña"
45563,"montar"
45564,"monte"
45565,"montero"
45566,"monto"
45611,"montón"
45612,"monumental"
45613,"monumento"
45614,"mora"
45615,"morador"
45616,"moral"
45621,"moralmente"
45622,"morar"
45623,"morder"
45624,"moreno"
45625,"morir"
45626,"morosidad"
45631,"morro"
45632,"mortal"
45633,"mortalidad"
45634,"mosca"
45635,"mostrador"
45636,"mostrar"
45641,"motín"
45642,"motivación"
45643,"motivado"
45644,"motivar"
45645,"motivo"
45646,"moto"
45651,"motor"
45652,"mouse"
45653,"mover"
45654,"movida"
45655,"móvil"
45656,"movilidad"
45661,"movilización"
45662,"movilizar"
45663,"movimiento"
45664,"moya"
45665,"mozo"
45666,"muchacha"
46111,"muchacho"
46112,"muchísimo"
46113,"mucho"
46114,"mudar"
46115,"mueble"
46116,"muelle"
46121,"muerte"
46122,"muerto"
46123,"muerto"
46124,"muestra"
46125,"muestreo"
46126,"mujer"
46131,"mula"
46132,"multa"
46133,"multar"
46134,"multimedia"
46135,"multinacional"
46136,"múltiple"
46141,"multiplicar"
46142,"multitud"
46143,"mundial"
46144,"mundialmente"
46145,"mundo"
46146,"munición"
46151,"municipal"
46152,"municipalidad"
46153,"municipalizar"
46154,"municipio"
46155,"muñeca"
46156,"muñeco"
46161,"muralla"
46162,"muro"
46163,"muscular"
46164,"músculo"
46165,"museo"
46166,"música"
46211,"musical"
46212,"musicar"
46213,"músico"
46214,"muslo"
46215,"musulmán"
46216,"mutuamente"
46221,"mutuo"
46222,"nacer"
46223,"nacido"
46224,"nacimiento"
46225,"nación"
46226,"nación"
46231,"nacional"
46232,"nacionalidad"
46233,"nacionalista"
46234,"nacionalizar"
46235,"nadar"
46236,"nana"
46241,"naranja"
46242,"narco"
46243,"narcotraficante"
46244,"narcotráfico"
46245,"nariz"
46246,"narración"
46251,"narrador"
46252,"narrar"
46253,"narrativo"
46254,"natación"
46255,"natal"
46256,"nativo"
46261,"natural"
46262,"naturaleza"
46263,"naturalmente"
46264,"naufragar"
46265,"naval"
46266,"navarro"
46311,"nave"
46312,"navegación"
46313,"navegar"
46314,"navidad"
46315,"navío"
46316,"nazi"
46321,"necesariamente"
46322,"necesario"
46323,"necesidad"
46324,"necesitar"
46325,"negar"
46326,"negativa"
46331,"negativamente"
46332,"negativo"
46333,"negligencia"
46334,"negociación"
46335,"negociado"
46336,"negociador"
46341,"negociadora"
46342,"negociar"
46343,"negocio"
46344,"negro"
46345,"negro"
46346,"nervio"
46351,"nerviosismo"
46352,"nervioso"
46353,"netamente"
46354,"neto"
46355,"neumático"
46356,"neurona"
46361,"neutralizar"
46362,"nexo"
46363,"nicho"
46364,"niebla"
46365,"nieta"
46366,"nieto"
46411,"nieve"
46412,"niña"
46413,"niñez"
46414,"niñita"
46415,"niño"
46416,"nitrógeno"
46421,"nivel"
46422,"nivelar"
46423,"noble"
46424,"noche"
46425,"noción"
46426,"nocturno"
46431,"nomás"
46432,"nombrado"
46433,"nombramiento"
46434,"nombrar"
46435,"nombre"
46436,"nómina"
46441,"nominación"
46442,"nominar"
46443,"noreste"
46444,"norma"
46445,"normal"
46446,"normalidad"
46451,"normalización"
46452,"normalizar"
46453,"normalmente"
46454,"normar"
46455,"normativo"
46456,"norte"
46461,"norteamericano"
46462,"noruego"
46463,"nostalgia"
46464,"nota"
46465,"notable"
46466,"notablemente"
46511,"notar"
46512,"notario"
46513,"noticia"
46514,"noticiario"
46515,"notificación"
46516,"notificado"
46521,"notificar"
46522,"notoriamente"
46523,"notorio"
46524,"novedad"
46525,"novedoso"
46526,"novela"
46531,"noveno"
46532,"novia"
46533,"noviembre"
46534,"novio"
46535,"nube"
46536,"nuclear"
46541,"núcleo"
46542,"nudo"
46543,"nuevamente"
46544,"nuevo"
46545,"nuez"
46546,"nulidad"
46551,"nulo"
46552,"numeración"
46553,"numerar"
46554,"número"
46555,"numeroso"
46556,"nunca"
46561,"nutrición"
46562,"nutrir"
46563,"oasis"
46564,"obedecer"
46565,"obesidad"
46566,"obispo"
46611,"objeción"
46612,"objetar"
46613,"objetivamente"
46614,"objetividad"
46615,"objetivo"
46616,"objeto"
46621,"obligación"
46622,"obligado"
46623,"obligar"
46624,"obligatoriamente"
46625,"obligatoriedad"
46626,"obligatorio"
46631,"obra"
46632,"obrar"
46633,"obrero"
46634,"obrero"
46635,"observación"
46636,"observado"
46641,"observador"
46642,"observar"
46643,"observatorio"
46644,"obsesión"
46645,"obsesionar"
46646,"obstaculizar"
46651,"obstáculo"
46652,"obstante"
46653,"obstar"
46654,"obstrucción"
46655,"obstruir"
46656,"obtención"
46661,"obtener"
46662,"obtenido"
46663,"obviamente"
46664,"obviar"
46665,"obvio"
46666,"ocasión"
51111,"ocasionalmente"
51112,"ocasionar"
51113,"occidental"
51114,"occidente"
51115,"océano"
51116,"ocio"
51121,"octano"
51122,"octavo"
51123,"octavo"
51124,"octubre"
51125,"ocultar"
51126,"oculto"
51131,"ocupación"
51132,"ocupado"
51133,"ocupar"
51134,"ocurrencia"
51135,"ocurrido"
51136,"ocurrir"
51141,"odiar"
51142,"odio"
51143,"oeste"
51144,"ofender"
51145,"ofendido"
51146,"ofensa"
51151,"ofensiva"
51152,"ofensivo"
51153,"oferta"
51154,"ofertar"
51155,"oficial"
51156,"oficialismo"
51161,"oficialista"
51162,"oficializar"
51163,"oficialmente"
51164,"oficiar"
51165,"oficina"
51166,"oficio"
51211,"ofrecer"
51212,"ofrecimiento"
51213,"oído"
51214,"oír"
51215,"ojo"
51216,"ola"
51221,"olear"
51222,"óleo"
51223,"oler"
51224,"olimpiada"
51225,"olímpico"
51226,"olivar"
51231,"olivo"
51232,"olla"
51233,"olmo"
51234,"olor"
51235,"olvidar"
51236,"olvido"
51241,"omisión"
51242,"omitir"
51243,"onda"
51244,"ONG"
51245,"OPA"
51246,"opacar"
51251,"opción"
51252,"ópera"
51253,"operación"
51254,"operacional"
51255,"operador"
51256,"operar"
51261,"operario"
51262,"operativo"
51263,"opina"
51264,"opinar"
51265,"opinión"
51266,"oponente"
51311,"oponer"
51312,"oportunamente"
51313,"oportunidad"
51314,"oportuno"
51315,"oposición"
51316,"opositor"
51321,"opositora"
51322,"optar"
51323,"óptico"
51324,"optimismo"
51325,"optimista"
51326,"optimizar"
51331,"óptimo"
51332,"opuesto"
51333,"oración"
51334,"oral"
51335,"oral"
51336,"orar"
51341,"órbita"
51342,"orden"
51343,"ordenado"
51344,"ordenamiento"
51345,"ordenanza"
51346,"ordenar"
51351,"ordinario"
51352,"oreja"
51353,"orgánico"
51354,"organismo"
51355,"organización"
51356,"organizado"
51361,"organizador"
51362,"organizador"
51363,"organizar"
51364,"órgano"
51365,"orgullo"
51366,"orgulloso"
51411,"orientación"
51412,"orientado"
51413,"oriental"
51414,"orientar"
51415,"oriente"
51416,"origen"
51421,"originado"
51422,"original"
51423,"original"
51424,"originalidad"
51425,"originalmente"
51426,"originar"
51431,"originario"
51432,"orilla"
51433,"oro"
51434,"orquesta"
51435,"osamenta"
51436,"oscilar"
51441,"oscuridad"
51442,"oscuro"
51443,"oso"
51444,"ostensiblemente"
51445,"ostentar"
51446,"otoño"
51451,"otorgamiento"
51452,"otorgar"
51453,"otrora"
51454,"oxígeno"
51455,"ozono"
51456,"pabellón"
51461,"Pablo"
51462,"paciencia"
51463,"paciente"
51464,"paciente"
51465,"pacíficamente"
51466,"pacificar"
51511,"pacífico"
51512,"paco"
51513,"pactar"
51514,"pacto"
51515,"padecer"
51516,"padre"
51521,"padrino"
51522,"pagado"
51523,"pagar"
51524,"pagaré"
51525,"página"
51526,"páginas"
51531,"pago"
51532,"país"
51533,"paisaje"
51534,"paja"
51535,"pájaro"
51536,"pajarraco"
51541,"palabra"
51542,"palacio"
51543,"palestino"
51544,"paliar"
51545,"palma"
51546,"palo"
51551,"paloma"
51552,"palta"
51553,"pampa"
51554,"pan"
51555,"panadería"
51556,"panamericano"
51561,"pandilla"
51562,"panel"
51563,"pánico"
51564,"panorama"
51565,"pantalla"
51566,"pantalón"
51611,"pañal"
51612,"papa"
51613,"papá"
51614,"papel"
51615,"paquete"
51616,"par"
51621,"parada"
51622,"paradero"
51623,"paradigma"
51624,"paradoja"
51625,"paradójicamente"
51626,"paraguay"
51631,"paraguayo"
51632,"paraíso"
51633,"paralelamente"
51634,"paralelo"
51635,"paralización"
51636,"paralizar"
51641,"parámetro"
51642,"parar"
51643,"parcela"
51644,"parche"
51645,"parcial"
51646,"parcialmente"
51651,"parecer"
51652,"parecido"
51653,"pared"
51654,"pareja"
51655,"paridad"
51656,"pariente"
51661,"parir"
51662,"parlamentario"
51663,"parlamento"
51664,"paro"
51665,"parque"
51666,"parra"
52111,"párrafo"
52112,"parrilla"
52113,"parroquia"
52114,"parte"
52115,"participación"
52116,"participante"
52121,"participante"
52122,"participar"
52123,"partícula"
52124,"particular"
52125,"particularidad"
52126,"particularmente"
52131,"partida"
52132,"partidario"
52133,"partido"
52134,"partir"
52135,"parto"
52136,"parvularia"
52141,"pasado"
52142,"pasaje"
52143,"pasajero"
52144,"pasajero"
52145,"pasaporte"
52146,"pasar"
52151,"pasarela"
52152,"pascua"
52153,"pascuero"
52154,"pase"
52155,"pasear"
52156,"paseo"
52161,"pasillo"
52162,"pasión"
52163,"pasivo"
52164,"paso"
52165,"pasta"
52166,"pastel"
52211,"pastilla"
52212,"pasto"
52213,"pastor"
52214,"pata"
52215,"patada"
52216,"patear"
52221,"patente"
52222,"patente"
52223,"paternidad"
52224,"patio"
52225,"patito"
52226,"patología"
52231,"patria"
52232,"patricio"
52233,"patrimonial"
52234,"patrimonio"
52235,"patrocinar"
52236,"patrocinio"
52241,"patrón"
52242,"patrullaje"
52243,"patrullar"
52244,"paular"
52245,"paulatinamente"
52246,"pausa"
52251,"pauta"
52252,"pavimentación"
52253,"pavimentar"
52254,"pavimento"
52255,"payaso"
52256,"paz"
52261,"peaje"
52262,"peatón"
52263,"peatonal"
52264,"pecado"
52265,"pecar"
52266,"pecho"
52311,"pedagogía"
52312,"pedagógico"
52313,"pedazo"
52314,"pediatría"
52315,"pedida"
52316,"pedido"
52321,"pedir"
52322,"pedro"
52323,"pegar"
52324,"pelado"
52325,"pelar"
52326,"pelea"
52331,"pelear"
52332,"película"
52333,"peligrar"
52334,"peligro"
52335,"peligrosamente"
52336,"peligrosidad"
52341,"peligroso"
52342,"pelo"
52343,"pelota"
52344,"pena"
52345,"penal"
52346,"penal"
52351,"penalizar"
52352,"pendiente"
52353,"penetración"
52354,"penetrar"
52355,"península"
52356,"penitenciario"
52361,"penquista"
52362,"pensamiento"
52363,"pensar"
52364,"pensión"
52365,"pensionado"
52366,"pensionar"
52411,"pentágono"
52412,"peor"
52413,"peque"
52414,"pequeño"
52415,"pera"
52416,"peral"
52421,"percatar"
52422,"percepción"
52423,"percibido"
52424,"percibir"
52425,"perdedor"
52426,"perder"
52431,"pérdida"
52432,"perdido"
52433,"perdón"
52434,"perdonar"
52435,"perdurar"
52436,"perecer"
52441,"perfección"
52442,"perfeccionamiento"
52443,"perfeccionar"
52444,"perfectamente"
52445,"perfecto"
52446,"perfil"
52451,"perfilar"
52452,"perfume"
52453,"pericia"
52454,"perímetro"
52455,"periódicamente"
52456,"periódico"
52461,"periódico"
52462,"periodismo"
52463,"periodista"
52464,"periodístico"
52465,"período"
52466,"peritaje"
52511,"perito"
52512,"perito"
52513,"perjudicado"
52514,"perjudicar"
52515,"perjuicio"
52516,"perla"
52521,"permanecer"
52522,"permanencia"
52523,"permanente"
52524,"permanentemente"
52525,"permiso"
52526,"permitir"
52531,"perpetrar"
52532,"perpetuar"
52533,"perpetuo"
52534,"perro"
52535,"persecución"
52536,"perseguir"
52541,"persistencia"
52542,"persistir"
52543,"persona"
52544,"personaje"
52545,"personal"
52546,"personalidad"
52551,"personalizar"
52552,"personalmente"
52553,"personero"
52554,"perspectiva"
52555,"persuadir"
52556,"pertenecer"
52561,"perteneciente"
52562,"pertenencia"
52563,"pertinente"
52564,"perturbar"
52565,"peruano"
52566,"pesadilla"
52611,"pesado"
52612,"pesar"
52613,"pesca"
52614,"pescado"
52615,"pescador"
52616,"pescar"
52621,"pesimismo"
52622,"pésimo"
52623,"peso"
52624,"pesquería"
52625,"pesquero"
52626,"pesquisa"
52631,"pesquisar"
52632,"petición"
52633,"peto"
52634,"petrolear"
52635,"petróleo"
52636,"petrolero"
52641,"pez"
52642,"piano"
52643,"PIB"
52644,"pica"
52645,"picar"
52646,"picharse"
52651,"pico"
52652,"pie"
52653,"piedad"
52654,"piedra"
52655,"piel"
52656,"pierna"
52661,"pieza"
52662,"pila"
52663,"pilar"
52664,"píldora"
52665,"pileta"
52666,"piloto"
53111,"pimienta"
53112,"pino"
53113,"pinta"
53114,"pintar"
53115,"pinto"
53116,"pintor"
53121,"pintura"
53122,"piña"
53123,"pionera"
53124,"pionero"
53125,"pirámide"
53126,"pirata"
53131,"piratería"
53132,"pircar"
53133,"pisar"
53134,"piscina"
53135,"pisco"
53136,"piso"
53141,"pista"
53142,"pistola"
53143,"pito"
53144,"pixel"
53145,"pl"
53146,"placa"
53151,"placer"
53152,"placer"
53153,"plaga"
53154,"plan"
53155,"plancha"
53156,"planear"
53161,"planeta"
53162,"planificación"
53163,"planificar"
53164,"planilla"
53165,"plano"
53166,"plano"
53211,"planta"
53212,"plantación"
53213,"plantar"
53214,"planteamiento"
53215,"plantear"
53216,"plantel"
53221,"plantilla"
53222,"plasmar"
53223,"plástico"
53224,"plástico"
53225,"plata"
53226,"plataforma"
53231,"plato"
53232,"play"
53233,"playa"
53234,"plaza"
53235,"plazo"
53236,"plebiscito"
53241,"plegar"
53242,"pleito"
53243,"plenamente"
53244,"plenitud"
53245,"pleno"
53246,"plomo"
53251,"pluma"
53252,"pluralismo"
53253,"plus"
53254,"población"
53255,"población"
53256,"poblado"
53261,"poblador"
53262,"pobladora"
53263,"poblar"
53264,"pobre"
53265,"pobre"
53266,"pobreza"
53311,"poder"
53312,"poder"
53313,"poderío"
53314,"poderoso"
53315,"podio"
53316,"poema"
53321,"poesía"
53322,"poeta"
53323,"poético"
53324,"polémica"
53325,"polémico"
53326,"policía"
53331,"policial"
53332,"política"
53333,"políticamente"
53334,"político"
53335,"político"
53336,"politizar"
53341,"póliza"
53342,"pollo"
53343,"polo"
53344,"pololear"
53345,"pololo"
53346,"polvo"
53351,"pomada"
53352,"ponderar"
53353,"ponencia"
53354,"poner"
53355,"poniente"
53356,"pontífice"
53361,"pop"
53362,"popular"
53363,"popularidad"
53364,"poquito"
53365,"porcentaje"
53366,"porcentual"
53411,"porción"
53412,"pormenor"
53413,"porno"
53414,"pornografía"
53415,"poroto"
53416,"porqué"
53421,"porta"
53422,"portado"
53423,"portador"
53424,"portal"
53425,"portar"
53426,"portavoz"
53431,"porte"
53432,"porteño"
53433,"portería"
53434,"portero"
53435,"pórtico"
53436,"portuario"
53441,"portugués"
53442,"porvenir"
53443,"pos"
53444,"posar"
53445,"posdata"
53446,"poseedor"
53451,"poseer"
53452,"posesión"
53453,"posibilidad"
53454,"posibilitar"
53455,"posible"
53456,"posiblemente"
53461,"posición"
53462,"posicionamiento"
53463,"posicionar"
53464,"positivamente"
53465,"positivo"
53466,"posponer"
53511,"post"
53512,"posta"
53513,"postal"
53514,"poste"
53515,"postear"
53516,"postergación"
53521,"postergar"
53522,"posterior"
53523,"posterioridad"
53524,"posteriormente"
53525,"postgrado"
53526,"postre"
53531,"postulación"
53532,"postulado"
53533,"postulante"
53534,"postulante"
53535,"postular"
53536,"postura"
53541,"potable"
53542,"potencia"
53543,"potencial"
53544,"potencial"
53545,"potencialidad"
53546,"potencialmente"
53551,"potenciar"
53552,"potente"
53553,"potestad"
53554,"potranca"
53555,"potrillo"
53556,"pozo"
53561,"practicado"
53562,"prácticamente"
53563,"practicar"
53564,"práctico"
53565,"pradera"
53566,"pre"
53611,"precandidato"
53612,"precario"
53613,"precaución"
53614,"precedente"
53615,"precedente"
53616,"preceder"
53621,"precepto"
53622,"preceptuar"
53623,"precio"
53624,"precipitación"
53625,"precipitar"
53626,"precisamente"
53631,"precisar"
53632,"precisión"
53633,"preciso"
53634,"predecir"
53635,"predicar"
53636,"predicción"
53641,"predio"
53642,"predominar"
53643,"predominio"
53644,"prefecto"
53645,"prefectura"
53646,"preferencia"
53651,"preferentemente"
53652,"preferir"
53653,"pregunta"
53654,"preguntar"
53655,"prejuicio"
53656,"prelado"
53661,"preliminar"
53662,"premiación"
53663,"premiado"
53664,"premiar"
53665,"premier"
53666,"premio"
54111,"premisa"
54112,"prenda"
54113,"prender"
54114,"prensa"
54115,"preocupación"
54116,"preocupado"
54121,"preocupante"
54122,"preocupar"
54123,"preparación"
54124,"preparado"
54125,"preparador"
54126,"preparar"
54131,"presa"
54132,"prescindir"
54133,"prescribir"
54134,"prescripción"
54135,"presencia"
54136,"presenciar"
54141,"presentación"
54142,"presentado"
54143,"presentar"
54144,"presente"
54145,"presente"
54146,"preservación"
54151,"preservar"
54152,"presidencia"
54153,"presidencial"
54154,"presidenta"
54155,"presidente"
54156,"presidiar"
54161,"presidido"
54162,"presidio"
54163,"presidir"
54164,"presión"
54165,"presionar"
54166,"preso"
54211,"prestación"
54212,"prestador"
54213,"préstamo"
54214,"prestar"
54215,"prestigiar"
54216,"prestigio"
54221,"prestigioso"
54222,"prestir"
54223,"presumiblemente"
54224,"presumir"
54225,"presunción"
54226,"presuntamente"
54231,"presunto"
54232,"presupuestar"
54233,"presupuestario"
54234,"presupuesto"
54235,"pretemporada"
54236,"pretender"
54241,"pretensión"
54242,"pretexto"
54243,"prevalecer"
54244,"prevalencia"
54245,"prevención"
54246,"prevenir"
54251,"preventivo"
54252,"prever"
54253,"previamente"
54254,"previo"
54255,"previsión"
54256,"previsional"
54261,"previsto"
54262,"prima"
54263,"primar"
54264,"primario"
54265,"primavera"
54266,"primeramente"
54311,"primero"
54312,"primo"
54313,"primo"
54314,"princesa"
54315,"principal"
54316,"principalmente"
54321,"príncipe"
54322,"principio"
54323,"prioridad"
54324,"prioritario"
54325,"priorizar"
54326,"prisión"
54331,"prisionero"
54332,"privacidad"
54333,"privación"
54334,"privado"
54335,"privar"
54336,"privatización"
54341,"privatizar"
54342,"privilegiado"
54343,"privilegiar"
54344,"privilegio"
54345,"probabilidad"
54346,"probable"
54351,"probablemente"
54352,"probado"
54353,"probar"
54354,"probidad"
54355,"problema"
54356,"problemático"
54361,"procedencia"
54362,"procedente"
54363,"proceder"
54364,"procedimiento"
54365,"procesado"
54366,"procesador"
54411,"procesal"
54412,"procesamiento"
54413,"procesar"
54414,"procesión"
54415,"proceso"
54416,"proclamar"
54421,"procurador"
54422,"procurar"
54423,"producción"
54424,"producido"
54425,"producir"
54426,"productividad"
54431,"productivo"
54432,"producto"
54433,"productor"
54434,"profe"
54435,"profesión"
54436,"profesional"
54441,"profesionalismo"
54442,"profesionalizar"
54443,"profesionalmente"
54444,"profesor"
54445,"profesora"
54446,"profeta"
54451,"profundamente"
54452,"profundidad"
54453,"profundización"
54454,"profundizar"
54455,"profundo"
54456,"profusamente"
54461,"progenitor"
54462,"programa"
54463,"programación"
54464,"programado"
54465,"programar"
54466,"progresar"
54511,"progresivamente"
54512,"progresivo"
54513,"progreso"
54514,"prohibición"
54515,"prohibido"
54516,"prohibir"
54521,"prójimo"
54522,"proliferación"
54523,"proliferar"
